"id","__typename","_deleted","_lastChangedAt","_version","bribe","createdAt","district_en","district_km","friendliness","health_centre_en","health_centre_km","province_en","province_km","quality","speed","submitted","updatedAt","version","visited_date"
"2dd58af0-09c9-11ee-99d4-4768f33e1426","YobolHealthFeedback","0","1690388974","1","false","2023-06-13T09:03:36.572Z","Ban Lung Municipality","បានលុង","3","Banlung Health Center","មណ្ឌលសុខភាពបានលុង","Trailery","រតនគិរី","3","3","2023-06-13T09:03:35.711Z","2023-07-28T11:12:00.931Z","5","2023-04"
"01366870-0b31-11ee-8252-597203fee947","YobolHealthFeedback","0","1690388974","1","false","2023-06-15T03:59:20.085Z","Prey Chhor","ព្រៃឈរ","4","Prey Branch District","ស្រុកប្រតិបត្តិព្រៃឈរ","Kampong Cham","កំពង់ចាម","3","3","2023-06-15T03:59:19.671Z","2023-07-28T11:12:01.102Z","5","2023-06"
"8923c340-0b22-11ee-92e5-b779652bce57","YobolHealthFeedback","0","1690388974","1","false","2023-06-15T02:15:44.471Z","Ban Lung Municipality","បានលុង","4","Banlung Health Center","មណ្ឌលសុខភាពបានលុង","Trailery","រតនគិរី","5","4","2023-06-15T02:15:45.268Z","2023-07-28T11:12:01.273Z","5","2023-03"
"d10824b0-08c7-11ee-a665-2fd2e89c6405","YobolHealthFeedback","0","1690388974","1","false","2023-06-12T02:21:21.168Z","Ban Lung Municipality","បានលុង","4","Banlung Health Center","មណ្ឌលសុខភាពបានលុង","Trailery","រតនគិរី","4","4","2023-06-12T02:21:19.355Z","2023-07-28T11:12:01.444Z","5","2022-05"
"f4b5e2d0-0c28-11ee-8f39-016abef3f661","YobolHealthFeedback","0","1690388975","1","false","2023-06-16T09:34:14.463Z","Prey Chhor","ព្រៃឈរ","3","Preferral Hospital","មន្ទីរពេទ្យបង្អែកព្រៃឈរ","Kampong Cham","កំពង់ចាម","2","2","2023-06-16T09:34:13.885Z","2023-07-28T11:12:01.614Z","5","2023-05"
"08639530-0cd7-11ee-be95-25c8ae35805f","YobolHealthFeedback","0","1690388975","1","false","2023-06-17T06:20:19.836Z","Kampong Cham / Kampong Cham","កំពង់ចាម/កំពង់សៀម","3","Sambor Health Center","មណ្ឌលសុខភាពសំបួរមាស","Kampong Cham","កំពង់ចាម","3","3","2023-06-17T06:20:19.332Z","2023-07-28T11:12:01.785Z","5","2018-06"
"3b41bb10-0ced-11ee-8188-c73fbf058e5f","YobolHealthFeedback","0","1690388975","1","false","2023-06-17T08:59:14.198Z","Batheay","បាធាយ","4","Sambo Health Center","មណ្ឌលសុខភាពសំបូរ","Kampong Cham","កំពង់ចាម","4","4","2023-06-17T08:59:13.602Z","2023-07-28T11:12:01.957Z","5","2022-05"
"d95eaa90-098e-11ee-b99f-9744acb31f4c","YobolHealthFeedback","0","1690388975","1","false","2023-06-13T02:06:00.998Z","Ban Lung Municipality","បានលុង","3","Archae Health Center","មណ្ឌលសុខភាពកាចាញ","Trailery","រតនគិរី","5","3","2023-06-13T02:06:03.193Z","2023-07-28T11:12:02.128Z","5","2023-05"
"6abdd9d0-0998-11ee-a42d-51afdb52370f","YobolHealthFeedback","0","1690388975","1","false","2023-06-13T03:14:33.752Z","Ban Lung Municipality","បានលុង","3","Banlung Health Center","មណ្ឌលសុខភាពបានលុង","Trailery","រតនគិរី","3","3","2023-06-13T03:14:32.558Z","2023-07-28T11:12:02.299Z","5","2022-01"
"e4fdfda0-0c28-11ee-b24e-0720169d7f8a","YobolHealthFeedback","0","1690388976","1","false","2023-06-16T09:33:48.207Z","Siem Reap","សៀមរាប","4","Hoking Health Center","មណ្ឌលសុខភាពគោកចក","Siem Reap City","ក្រុងសៀមរាប","3","3","2023-06-16T09:33:47.514Z","2023-07-28T11:12:02.471Z","5","2023-04"
"ef57ff40-0c2c-11ee-ab29-7bf8cbc97e6e","YobolHealthFeedback","0","1690388976","1","true","2023-06-16T10:02:43.451Z","Siem Reap","សៀមរាប","4","Rolling water health center","មណ្ឌលសុខភាពទឹក វិល","Siem Reap City","ក្រុងសៀមរាប","4","3","2023-06-16T10:02:42.868Z","2023-07-28T11:12:02.646Z","5","2023-05"
"a243aaf0-0d81-11ee-9318-314502c2fa58","YobolHealthFeedback","0","1690388976","1","false","2023-06-18T02:41:33.010Z","Siem Reap","សៀមរាប","3","Rolling water health center","មណ្ឌលសុខភាពទឹក វិល","Siem Reap City","ក្រុងសៀមរាប","3","3","2023-06-18T02:41:31.935Z","2023-07-28T11:12:02.818Z","5","2022-01"
"f9f953f0-0a8c-11ee-84a2-41c3977c706d","YobolHealthFeedback","0","1690388976","1","true","2023-06-14T08:25:07.486Z","Ban Lung Municipality","បានលុង","5","Banlung Health Center","មណ្ឌលសុខភាពបានលុង","Trailery","រតនគិរី","5","4","2023-06-14T08:25:10.063Z","2023-07-28T11:12:02.989Z","5","2023-05"
"44959810-0d85-11ee-805b-dd629dd1d30f","YobolHealthFeedback","0","1690388976","1","false","2023-06-18T03:07:33.817Z","Siem Reap","សៀមរាប","4","Health Center","មណ្ឌលសុខភាពក្របីរៀល","Siem Reap City","ក្រុងសៀមរាប","4","4","2023-06-18T03:07:32.754Z","2023-07-28T11:12:03.159Z","5","2020-01"
"8eb78760-0c30-11ee-bda8-296334280984","YobolHealthFeedback","0","1690388976","1","false","2023-06-16T10:28:39.415Z","Siem Reap","សៀមរាប","2","Rolling water health center","មណ្ឌលសុខភាពទឹក វិល","Siem Reap City","ក្រុងសៀមរាប","2","3","2023-06-16T10:28:38.742Z","2023-07-28T11:12:03.401Z","5","2022-05"
"6febe810-09c6-11ee-91d5-2f2220067007","YobolHealthFeedback","0","1690388977","1","false","2023-06-13T08:43:59.353Z","Ban Lung Municipality","បានលុង","5","Banlung Health Center","មណ្ឌលសុខភាពបានលុង","Trailery","រតនគិរី","3","4","2023-06-13T08:43:58.098Z","2023-07-28T11:12:03.575Z","5","2023-05"
"148ac880-0e56-11ee-ba1a-fb6153455de0","YobolHealthFeedback","0","1690388977","1","false","2023-06-19T04:02:16.459Z","Siem Reap","សៀមរាប","4","Siem Reap Health Center","មណ្ឌលសុខភាពជ្រាវ","Siem Reap City","ក្រុងសៀមរាប","4","3","2023-06-19T04:02:16.968Z","2023-07-28T11:12:03.746Z","5","2022-01"
"ccbc16c0-0901-11ee-84bd-2bc398daf0c5","YobolHealthFeedback","0","1690388977","1","false","2023-06-12T09:16:23.542Z","Ban Lung Municipality","បានលុង","3","Banlung Health Center","មណ្ឌលសុខភាពបានលុង","Trailery","រតនគិរី","3","3","2023-06-12T09:16:22.957Z","2023-07-28T11:12:03.916Z","5","2022-02"
"014ab300-0a9d-11ee-83f3-2bea54f3ece8","YobolHealthFeedback","0","1690388977","1","false","2023-06-14T10:19:54.771Z","Ban Lung Municipality","បានលុង","3","Banlung Health Center","មណ្ឌលសុខភាពបានលុង","Trailery","រតនគិរី","2","3","2023-06-14T10:19:54.288Z","2023-07-28T11:12:04.087Z","5","2023-01"
"9de5dbf0-0998-11ee-bd1a-c72f21e09d2d","YobolHealthFeedback","0","1690388977","1","false","2023-06-13T03:15:59.680Z","Ban Lung Municipality","បានលុង","5","Banlung Health Center","មណ្ឌលសុខភាពបានលុង","Trailery","រតនគិរី","5","5","2023-06-13T03:15:58.385Z","2023-07-28T11:12:04.258Z","5","2018-06"
"a7778480-099c-11ee-ac39-d3fca4c0ec21","YobolHealthFeedback","0","1690388977","1","false","2023-06-13T03:44:53.260Z","Ban Lung Municipality","បានលុង","3","Banlung Health Center","មណ្ឌលសុខភាពបានលុង","Trailery","រតនគិរី","3","3","2023-06-13T03:44:52.424Z","2023-07-28T11:12:04.430Z","5","2023-05"
"051ce070-0bec-11ee-b78a-27287104f534","YobolHealthFeedback","0","1690388978","1","false","2023-06-16T02:18:03.038Z","Kampong Cham / Kampong Cham","កំពង់ចាម/កំពង់សៀម","4","Sambor Health Center","មណ្ឌលសុខភាពសំបួរមាស","Kampong Cham","កំពង់ចាម","4","4","2023-06-16T02:18:02.104Z","2023-07-28T11:12:04.601Z","5","2023-04"
"79773a90-0e55-11ee-8c08-3bbe335d1380","YobolHealthFeedback","0","1690388978","1","false","2023-06-19T03:57:57.776Z","Siem Reap","សៀមរាប","3","Siem Reap Health Center","មណ្ឌលសុខភាពជ្រាវ","Siem Reap City","ក្រុងសៀមរាប","3","3","2023-06-19T03:57:56.794Z","2023-07-28T11:12:04.780Z","5","2022-04"
"abb46080-0c31-11ee-bf87-590cc9e1408b","YobolHealthFeedback","0","1690388978","1","false","2023-06-16T10:36:37.427Z","Siem Reap","សៀមរាប","3","Rolling water health center","មណ្ឌលសុខភាពទឹក វិល","Siem Reap City","ក្រុងសៀមរាប","3","3","2023-06-16T10:36:36.872Z","2023-07-28T11:12:04.953Z","5","2023-05"
"e631b5d0-0b2f-11ee-960c-994e0d2e6ec3","YobolHealthFeedback","0","1690388978","1","false","2023-06-15T03:51:23.752Z","Stung Trang","ស្ទឹងត្រង់","2","Referral Hospital","មន្ទីរពេទ្យបង្អែក","Kampong Cham","កំពង់ចាម","1","3","2023-06-15T03:51:24.846Z","2023-07-28T11:12:05.124Z","5","2022-05"
"60614040-0cee-11ee-9e45-5b50a9e79a9c","YobolHealthFeedback","0","1690388978","1","false","2023-06-17T09:07:25.757Z","Stung Trang","ស្ទឹងត្រង់","4","Toul Sambath Health Center","មណ្ឌលសុខភាពទួលសំបួរ","Kampong Cham","កំពង់ចាម","3","3","2023-06-17T09:07:25.380Z","2023-07-28T11:12:05.300Z","5","2022-05"
"2c84f9a0-0c3b-11ee-9012-9726fcdfa7cc","YobolHealthFeedback","0","1690388979","1","false","2023-06-16T11:44:39.416Z","Siem Reap","សៀមរាប","3","Health Center","មណ្ឌលសុខភាពក្របីរៀល","Siem Reap City","ក្រុងសៀមរាប","5","3","2023-06-16T11:44:38.459Z","2023-07-28T11:12:05.471Z","5","2021-04"
"b46835a0-0b58-11ee-a7b3-53819b353ebd","YobolHealthFeedback","0","1690388979","1","false","2023-06-15T08:43:33.466Z","Ban Lung Municipality","បានលុង","3","Banlung Health Center","មណ្ឌលសុខភាពបានលុង","Trailery","រតនគិរី","4","3","2023-06-15T08:43:30.682Z","2023-07-28T11:12:05.641Z","5","2022-01"
"0e1799e0-0b24-11ee-bf5d-ed53892bb786","YobolHealthFeedback","0","1690388979","1","false","2023-06-15T02:26:36.649Z","Stung Trang","ស្ទឹងត្រង់","3","Referral Hospital","មន្ទីរពេទ្យបង្អែក","Kampong Cham","កំពង់ចាម","3","3","2023-06-15T02:26:37.823Z","2023-07-28T11:12:05.812Z","5","2019-06"
"0576d450-0cbd-11ee-8cef-f96cad7450df","YobolHealthFeedback","0","1690388979","1","false","2023-06-17T03:14:08.993Z","Kampong Cham / Kampong Cham","កំពង់ចាម/កំពង់សៀម","3","Boeung Kak Health Center","មណ្ឌលសុខភាព បឹងកុក","Kampong Cham","កំពង់ចាម","3","3","2023-06-17T03:14:07.510Z","2023-07-28T11:12:05.983Z","5","2020-11"
"cf5d0130-0b42-11ee-89d4-8756dc79aeb1","YobolHealthFeedback","0","1690388979","1","false","2023-06-15T06:06:47.949Z","Stung Trang","ស្ទឹងត្រង់","3","Referral Hospital","មន្ទីរពេទ្យបង្អែក","Kampong Cham","កំពង់ចាម","3","3","2023-06-15T06:06:46.979Z","2023-07-28T11:12:06.156Z","5","2023-03"
"7bb67ca0-08f9-11ee-9855-2f4bb083023a","YobolHealthFeedback","0","1690388979","1","false","2023-06-12T08:16:56.012Z","Ban Lung Municipality","បានលុង","4","Banlung Health Center","មណ្ឌលសុខភាពបានលុង","Trailery","រតនគិរី","3","4","2023-06-12T08:16:51.050Z","2023-07-28T11:12:06.329Z","5","2021-11"
"68db2ba0-0b4f-11ee-badf-5bb687486287","YobolHealthFeedback","0","1690388980","1","false","2023-06-15T07:36:54.852Z","Ban Lung Municipality","បានលុង","4","Banlung Health Center","មណ្ឌលសុខភាពបានលុង","Trailery","រតនគិរី","3","4","2023-06-15T07:36:58.458Z","2023-07-28T11:12:06.502Z","5","2023-05"
"0576bc50-0b54-11ee-a95e-1f8d8af0ce1d","YobolHealthFeedback","0","1690388980","1","false","2023-06-15T08:10:00.203Z","Ban Lung Municipality","បានលុង","4","Banlung Health Center","មណ្ឌលសុខភាពបានលុង","Trailery","រតនគិរី","3","4","2023-06-15T08:09:59.190Z","2023-07-28T11:12:06.673Z","5","2019-04"
"b29a9180-0a5b-11ee-8ad8-83a7c3654d3f","YobolHealthFeedback","0","1690388980","1","false","2023-06-14T02:32:25.944Z","Ban Lung Municipality","បានលុង","4","Banlung Health Center","មណ្ឌលសុខភាពបានលុង","Trailery","រតនគិរី","3","3","2023-06-14T02:32:24.984Z","2023-07-28T11:12:06.868Z","5","2023-01"
"269bd1a0-0b71-11ee-a5d8-c3a683af6807","YobolHealthFeedback","0","1690388980","1","false","2023-06-15T11:38:31.723Z","Ban Lung Municipality","បានលុង","3","Banlung Health Center","មណ្ឌលសុខភាពបានលុង","Trailery","រតនគិរី","3","3","2023-06-15T11:38:30.202Z","2023-07-28T11:12:07.044Z","5","2018-06"
"48eea870-0b55-11ee-9bb4-a9ac83293830","YobolHealthFeedback","0","1690388980","1","false","2023-06-15T08:19:02.394Z","Stung Trang","ស្ទឹងត្រង់","4","Referral Hospital","មន្ទីរពេទ្យបង្អែក","Kampong Cham","កំពង់ចាម","3","4","2023-06-15T08:19:01.879Z","2023-07-28T11:12:07.216Z","5","2022-06"
"51c0db10-0c29-11ee-8e14-49559f694a1b","YobolHealthFeedback","0","1690388981","1","false","2023-06-16T09:36:51.521Z","Siem Reap","សៀមរាប","4","Rolling water health center","មណ្ឌលសុខភាពទឹក វិល","Siem Reap City","ក្រុងសៀមរាប","3","3","2023-06-16T09:36:49.985Z","2023-07-28T11:12:07.389Z","5","2022-01"
"13bcdaf0-0d76-11ee-bb8b-81f12e9960cb","YobolHealthFeedback","0","1690388981","1","false","2023-06-18T01:18:51.062Z","Siem Reap","សៀមរាប","4","Health Center","មណ្ឌលសុខភាពក្របីរៀល","Siem Reap City","ក្រុងសៀមរាប","4","4","2023-06-18T01:18:48.351Z","2023-07-28T11:12:07.561Z","5","2022-02"
"b407f8b0-0e83-11ee-b786-2b995e0604b1","YobolHealthFeedback","0","1690388981","1","false","2023-06-19T09:28:52.690Z","Siem Reap","សៀមរាប","4","Siem Reap Health Center","មណ្ឌលសុខភាពជ្រាវ","Siem Reap City","ក្រុងសៀមរាប","4","3","2023-06-19T09:28:51.900Z","2023-07-28T11:12:07.731Z","5","2019-01"
"3cd0f240-0b5b-11ee-86bc-6beab975123a","YobolHealthFeedback","0","1690388981","1","true","2023-06-15T09:01:41.055Z","Kampong Cham / Kampong Cham","កំពង់ចាម/កំពង់សៀម","2","Ambassic Health Center","មណ្ឌលសុខភាព​អំពិល","Kampong Cham","កំពង់ចាម","1","2","2023-06-15T09:01:38.533Z","2023-07-28T11:12:07.905Z","5","2022-06"
"08804ea0-0b5b-11ee-a671-91f000de84f1","YobolHealthFeedback","0","1690388981","1","false","2023-06-15T09:00:12.403Z","Ban Lung Municipality","បានលុង","3","Archae Health Center","មណ្ឌលសុខភាពកាចាញ","Trailery","រតនគិរី","3","3","2023-06-15T09:00:10.762Z","2023-07-28T11:12:08.076Z","5","2021-06"
"cc426890-0e54-11ee-94dd-0bbe7855e60a","YobolHealthFeedback","0","1690388981","1","false","2023-06-19T03:53:05.789Z","Siem Reap","សៀមរាប","3","Siem Reap Health Center","មណ្ឌលសុខភាពជ្រាវ","Siem Reap City","ក្រុងសៀមរាប","3","4","2023-06-19T03:53:06.202Z","2023-07-28T11:12:08.249Z","5","2022-01"
"b0b46630-0ce9-11ee-a253-594aa107a22f","YobolHealthFeedback","0","1690388982","1","false","2023-06-17T08:33:55.154Z","Prey Chhor","ព្រៃឈរ","3","Srewen Health Center","មណ្ឌលសុខភាពស្រង៉ែ","Kampong Cham","កំពង់ចាម","3","4","2023-06-17T08:33:52.662Z","2023-07-28T11:12:08.420Z","5","2023-02"
"2099cab0-2272-11ee-a228-cf7b7eced48f","YobolHealthFeedback","0","1690388982","1","false","2023-07-14T18:13:26.943Z","Siem Reap City","ក្រុងសៀមរាប","2","Referral Hospital in Siem Reap","មន្ទីរពេទ្យបង្អែកខេត្តសៀមរាប","Siem Reap City","ក្រុងសៀមរាប","1","2","2023-07-14T18:13:26.363Z","2023-07-28T11:12:08.592Z","5","2023-02"
"90e2c310-0bf4-11ee-b3ea-070d7d7d6bbf","YobolHealthFeedback","0","1690388982","1","false","2023-06-16T03:19:13.848Z","Kampong Cham / Kampong Cham","កំពង់ចាម/កំពង់សៀម","5","Ambassic Health Center","មណ្ឌលសុខភាព​អំពិល","Kampong Cham","កំពង់ចាម","5","4","2023-06-16T03:19:12.578Z","2023-07-28T11:12:08.763Z","5","2022-12"
"e3c6d460-0cb0-11ee-92a7-b1155b08dc92","YobolHealthFeedback","0","1690388982","1","false","2023-06-17T01:47:18.062Z","Siem Reap","សៀមរាប","4","Hoking Health Center","មណ្ឌលសុខភាពគោកចក","Siem Reap City","ក្រុងសៀមរាប","3","4","2023-06-17T01:47:17.031Z","2023-07-28T11:12:08.934Z","5","2022-05"
"6efbd1e0-08f9-11ee-9ef5-edf7a9a71e48","YobolHealthFeedback","0","1690388982","1","false","2023-06-12T08:16:28.143Z","Ban Lung Municipality","បានលុង","5","Provincial Hospital","មន្ទីរពេទ្យខេត្ត","Trailery","រតនគិរី","3","3","2023-06-12T08:16:29.694Z","2023-07-28T11:12:09.106Z","5","2023-04"
"dd25c8c0-0d80-11ee-b9a3-cb4d27fd62b3","YobolHealthFeedback","0","1690388983","1","false","2023-06-18T02:36:02.455Z","Siem Reap","សៀមរាប","4","Health Center","មណ្ឌលសុខភាពក្របីរៀល","Siem Reap City","ក្រុងសៀមរាប","4","4","2023-06-18T02:36:01.229Z","2023-07-28T11:12:09.279Z","5","2022-04"
"f2839120-09c5-11ee-99e4-a575ba1d56f3","YobolHealthFeedback","0","1690388983","1","false","2023-06-13T08:40:28.430Z","Ban Lung Municipality","បានលុង","3","Banlung Health Center","មណ្ឌលសុខភាពបានលុង","Trailery","រតនគិរី","3","4","2023-06-13T08:40:27.698Z","2023-07-28T11:12:09.450Z","5","2019-06"
"7bfbff40-0aa8-11ee-8749-812676e61651","YobolHealthFeedback","0","1690388983","1","false","2023-06-14T11:42:05.665Z","Ban Lung Municipality","បានលុង","4","Banlung Health Center","មណ្ឌលសុខភាពបានលុង","Trailery","រតនគិរី","5","4","2023-06-14T11:42:04.597Z","2023-07-28T11:12:09.622Z","5","2023-05"
"8b835f40-098f-11ee-ae84-b3dea3a1769e","YobolHealthFeedback","0","1690388983","1","false","2023-06-13T02:11:03.076Z","Ban Lung Municipality","បានលុង","3","Banlung Health Center","មណ្ឌលសុខភាពបានលុង","Trailery","រតនគិរី","3","3","2023-06-13T02:11:02.069Z","2023-07-28T11:12:09.803Z","5","2023-05"
"6816b000-09d7-11ee-a901-f342fdc32d2b","YobolHealthFeedback","0","1690388984","1","false","2023-06-13T10:45:25.837Z","Ban Lung Municipality","បានលុង","3","Banlung Health Center","មណ្ឌលសុខភាពបានលុង","Trailery","រតនគិរី","3","3","2023-06-13T10:45:26.400Z","2023-07-28T11:12:09.984Z","5","2021-03"
"8d1fb5d0-0a6e-11ee-b6e3-e55ae203e8e1","YobolHealthFeedback","0","1690388984","1","false","2023-06-14T04:47:24.503Z","Ban Lung Municipality","បានលុង","3","Banlung Health Center","មណ្ឌលសុខភាពបានលុង","Trailery","រតនគិរី","3","3","2023-06-14T04:47:22.541Z","2023-07-28T11:12:10.158Z","5","2019-06"
"c56beff0-0990-11ee-ae84-b3dea3a1769e","YobolHealthFeedback","0","1690388984","1","true","2023-06-13T02:19:49.339Z","Ban Lung Municipality","បានលុង","3","Banlung Health Center","មណ្ឌលសុខភាពបានលុង","Trailery","រតនគិរី","5","3","2023-06-13T02:19:48.720Z","2023-07-28T11:12:10.328Z","5","2023-05"
"04457800-0db4-11ee-8743-a35aa8d7296e","YobolHealthFeedback","0","1690388984","1","false","2023-06-18T08:42:11.446Z","Siem Reap","សៀមរាប","4","The late Kate Kream Health Center","មណ្ឌលសុខភាពចុង ឃ្នៀស","Siem Reap City","ក្រុងសៀមរាប","3","4","2023-06-18T08:42:11.200Z","2023-07-28T11:12:10.499Z","5","2023-01"
"a84f3710-0a71-11ee-9865-e3ba4711f4cc","YobolHealthFeedback","0","1690388984","1","false","2023-06-14T05:09:35.350Z","Ban Lung Municipality","បានលុង","3","Banlung Task District","ស្រុកប្រតិបត្តិបានលុង","Trailery","រតនគិរី","3","2","2023-06-14T05:09:36.641Z","2023-07-28T11:12:10.672Z","5","2023-04"
"ab75ec70-0b77-11ee-b9fc-1bb37e32523d","YobolHealthFeedback","0","1690388984","1","false","2023-06-15T12:25:11.060Z","Kampong Cham / Kampong Cham","កំពង់ចាម/កំពង់សៀម","3","Veal Veal Health Center","មណ្ឌលសុខភាព វាលវង់","Kampong Cham","កំពង់ចាម","3","3","2023-06-15T12:25:10.071Z","2023-07-28T11:12:10.843Z","5","2021-04"
"16c9b9d0-0e47-11ee-9e3a-5f7ec012d312","YobolHealthFeedback","0","1690388985","1","false","2023-06-19T02:14:59.564Z","Siem Reap","សៀមរាប","3","Rolling water health center","មណ្ឌលសុខភាពទឹក វិល","Siem Reap City","ក្រុងសៀមរាប","3","3","2023-06-19T02:14:58.286Z","2023-07-28T11:12:11.015Z","5","2023-01"
"e4b45b50-0cf5-11ee-a052-d1fbdc5b7bb2","YobolHealthFeedback","0","1690388985","1","false","2023-06-17T10:01:15.660Z","Prey Chhor","ព្រៃឈរ","4","Srewen Health Center","មណ្ឌលសុខភាពស្រង៉ែ","Kampong Cham","កំពង់ចាម","3","3","2023-06-17T10:01:13.861Z","2023-07-28T11:12:11.187Z","5","2022-01"
"6727e3d0-0bf3-11ee-aece-6d7bf0105a63","YobolHealthFeedback","0","1690388985","1","false","2023-06-16T03:10:53.814Z","Kampong Cham / Kampong Cham","កំពង់ចាម/កំពង់សៀម","3","Boeung Kak Health Center","មណ្ឌលសុខភាព បឹងកុក","Kampong Cham","កំពង់ចាម","4","3","2023-06-16T03:10:53.069Z","2023-07-28T11:12:11.359Z","5","2023-05"
"14fd4770-0cf8-11ee-b83b-492c9bee3d42","YobolHealthFeedback","0","1690388985","1","false","2023-06-17T10:16:53.075Z","Ban Lung Municipality","បានលុង","3","Provincial Hospital","មន្ទីរពេទ្យខេត្ត","Trailery","រតនគិរី","3","3","2023-06-17T10:16:53.864Z","2023-07-28T11:12:11.530Z","5","2022-01"
"32e7ea70-0b21-11ee-9368-5dd7e6bb5681","YobolHealthFeedback","0","1690388985","1","false","2023-06-15T02:06:13.830Z","Stung Trang","ស្ទឹងត្រង់","3","Referral Hospital","មន្ទីរពេទ្យបង្អែក","Kampong Cham","កំពង់ចាម","3","3","2023-06-15T02:06:11.096Z","2023-07-28T11:12:11.701Z","5","2022-06"
"b56af1e0-0b53-11ee-909b-91031cd0c023","YobolHealthFeedback","0","1690388985","1","false","2023-06-15T08:07:46.641Z","Ban Lung Municipality","បានលុង","3","Banlung Health Center","មណ្ឌលសុខភាពបានលុង","Trailery","រតនគិរី","3","3","2023-06-15T08:07:44.895Z","2023-07-28T11:12:11.873Z","5","2019-05"
"57ffc0c0-0b1d-11ee-af61-2771809aef25","YobolHealthFeedback","0","1690388986","1","false","2023-06-15T01:38:36.124Z","Ban Lung Municipality","បានលុង","3","Banlung Health Center","មណ្ឌលសុខភាពបានលុង","Trailery","រតនគិរី","3","3","2023-06-15T01:38:35.340Z","2023-07-28T11:12:12.043Z","5","2021-06"
"0c0a4960-0992-11ee-ae84-b3dea3a1769e","YobolHealthFeedback","0","1690388986","1","false","2023-06-13T02:28:58.354Z","Ban Lung Municipality","បានលុង","3","Banlung Health Center","មណ្ឌលសុខភាពបានលុង","Trailery","រតនគិរី","5","3","2023-06-13T02:28:56.694Z","2023-07-28T11:12:12.215Z","5","2022-12"
"f82715b0-0ce1-11ee-bb6e-4146c567a00a","YobolHealthFeedback","0","1690388986","1","false","2023-06-17T07:38:37.683Z","Siem Reap","សៀមរាប","4","Center Health Center 01","មណ្ឌលសុខភាពមណ្ឌល០១","Siem Reap City","ក្រុងសៀមរាប","4","3","2023-06-17T07:38:36.555Z","2023-07-28T11:12:12.386Z","5","2022-02"
"7de48b70-0cc3-11ee-8a33-bdc4d786ab49","YobolHealthFeedback","0","1690388986","1","false","2023-06-17T04:00:28.402Z","Siem Reap","សៀមរាប","5","Hoking Health Center","មណ្ឌលសុខភាពគោកចក","Siem Reap City","ក្រុងសៀមរាប","5","4","2023-06-17T04:00:26.535Z","2023-07-28T11:12:12.558Z","5","2022-04"
"9f9b6da0-0c29-11ee-a0a0-154f01952a01","YobolHealthFeedback","0","1690388986","1","false","2023-06-16T09:39:01.939Z","Siem Reap","សៀមរាប","4","Rolling water health center","មណ្ឌលសុខភាពទឹក វិល","Siem Reap City","ក្រុងសៀមរាប","3","3","2023-06-16T09:39:00.602Z","2023-07-28T11:12:12.730Z","5","2022-01"
"f7e870f0-0cdf-11ee-86de-b98e7e2ec7f1","YobolHealthFeedback","0","1690388987","1","false","2023-06-17T07:24:17.757Z","Prey Chhor","ព្រៃឈរ","4","Preferral Hospital","មន្ទីរពេទ្យបង្អែកព្រៃឈរ","Kampong Cham","កំពង់ចាម","3","3","2023-06-17T07:24:17.151Z","2023-07-28T11:12:12.901Z","5","2023-04"
"238218f0-0cfa-11ee-aea9-596d0f99bf42","YobolHealthFeedback","0","1690388987","1","false","2023-06-17T10:31:40.690Z","Kampong Cham / Kampong Cham","កំពង់ចាម/កំពង់សៀម","3","Boeung Kak Health Center","មណ្ឌលសុខភាព បឹងកុក","Kampong Cham","កំពង់ចាម","3","3","2023-06-17T10:31:37.215Z","2023-07-28T11:12:13.072Z","5","2023-02"
"70ad8100-09df-11ee-a3ae-a7a102fed0f2","YobolHealthFeedback","0","1690388987","1","false","2023-06-13T11:42:57.710Z","Ban Lung Municipality","បានលុង","4","Banlung Health Center","មណ្ឌលសុខភាពបានលុង","Trailery","រតនគិរី","4","3","2023-06-13T11:42:56.784Z","2023-07-28T11:12:13.243Z","5","2022-03"
"5f614120-0a98-11ee-bcca-f3bd090e6e95","YobolHealthFeedback","0","1690388987","1","true","2023-06-14T09:46:45.998Z","Ban Lung Municipality","បានលុង","5","Banlung Health Center","មណ្ឌលសុខភាពបានលុង","Trailery","រតនគិរី","5","4","2023-06-14T09:46:44.658Z","2023-07-28T11:12:13.414Z","5","2019-02"
"97be6c20-0ce4-11ee-99ed-7d523c4e41cb","YobolHealthFeedback","0","1690388987","1","true","2023-06-17T07:57:24.873Z","Prey Chhor","ព្រៃឈរ","4","Preferral Hospital","មន្ទីរពេទ្យបង្អែកព្រៃឈរ","Kampong Cham","កំពង់ចាម","3","4","2023-06-17T07:57:23.299Z","2023-07-28T11:12:13.586Z","5","2023-04"
"ccd1ab50-0b56-11ee-af86-0bfb1cac6c35","YobolHealthFeedback","0","1690388987","1","false","2023-06-15T08:29:54.220Z","Kampong Cham / Kampong Cham","កំពង់ចាម/កំពង់សៀម","4","Veal Veal Health Center","មណ្ឌលសុខភាព វាលវង់","Kampong Cham","កំពង់ចាម","4","3","2023-06-15T08:29:52.645Z","2023-07-28T11:12:13.763Z","5","2021-04"
"3b87f5b0-0b96-11ee-8065-656251c6f60b","YobolHealthFeedback","0","1690388988","1","false","2023-06-15T16:03:57.505Z","Ban Lung Municipality","បានលុង","4","Banlung Health Center","មណ្ឌលសុខភាពបានលុង","Trailery","រតនគិរី","4","4","2023-06-15T16:03:56.684Z","2023-07-28T11:12:13.935Z","5","2022-04"
